,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,category,latitude,longitude,is_pickup,is_delivery,is_restaurant_reservation,address1,address2,address3,city,zip_code,country,state,display_address
15,MGd6HFEq1ALD58XWNviSXw,time-out-market-new-york-brooklyn,Time Out Market New York,https://s3-media3.fl.yelpcdn.com/bphoto/TmhwMz3q6IdmVVC8ZgZc8Q/o.jpg,False,https://www.yelp.com/biz/time-out-market-new-york-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,238,3.5,$$,+19178104855,(917) 810-4855,283.7853104248,Food Court,40.70372114,-73.9918105286,,,,55 Water St,,,Brooklyn,11201,US,NY,"['55 Water St', 'Brooklyn, NY 11201']"
16,FxZNZR4x8X1LpeVDVR0A6g,hanshik-korean-cuisine-new-york,Hanshik Korean Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/1Ak3HJm6VKdqaeDqz_LKvA/o.jpg,False,https://www.yelp.com/biz/hanshik-korean-cuisine-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,16,5.0,,+16464845130,(646) 484-5130,4278.8400249218,Korean,40.74359167,-74.00004167,restaurant_reservation,delivery,pickup,199 8th Ave,,,New York,10011,US,NY,"['199 8th Ave', 'New York, NY 10011']"
17,MfbVI5reXLIIs8Cc2HwgQw,breakroom-new-york,Breakroom,https://s3-media2.fl.yelpcdn.com/bphoto/l-b4gVi5G7xOBQ60QdctVA/o.jpg,False,https://www.yelp.com/biz/breakroom-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1580,4.5,$$,+12122272802,(212) 227-2802,1338.1149425862,Burgers,40.7166907226,-73.9999440121,delivery,pickup,,83 Baxter St,,,New York,10013,US,NY,"['83 Baxter St', 'New York, NY 10013']"
18,pCfGgX0WxGASGM4-Yhr2Pw,hao-noodle-chelsea-new-york-7,Hao Noodle Chelsea,https://s3-media2.fl.yelpcdn.com/bphoto/nRTg6IOdksiQqEj85UUFuw/o.jpg,False,https://www.yelp.com/biz/hao-noodle-chelsea-new-york-7?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,389,4.5,$$,+16468820059,(646) 882-0059,4014.0194931947,Chinese,40.7406999,-74.00436,restaurant_reservation,,,343 W 14th St,,,New York,10014,US,NY,"['343 W 14th St', 'New York, NY 10014']"
19,AtUxlW7ltZb73ZXMwpkY_g,sashimi-ramen-express-new-york,Sashimi Ramen Express,https://s3-media2.fl.yelpcdn.com/bphoto/yuJYnJQuaJ4iXYWl9-FrMQ/o.jpg,False,https://www.yelp.com/biz/sashimi-ramen-express-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,310,4.5,$,+19292319376,(929) 231-9376,8164.3974352775,Sushi Bars,40.772239,-73.954052,pickup,delivery,,341 E 78th St,,,New York,10075,US,NY,"['341 E 78th St', 'New York, NY 10075']"
20,fVbUVAiLiGgLA_nxBFxyww,thursday-kitchen-new-york,Thursday Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/nXO8M-d-XTamNmc0BpXWtA/o.jpg,False,https://www.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,1324,4.5,$$,,,2613.4260148051,Korean,40.7275,-73.9838,,,,424 E 9th St,,,New York,10009,US,NY,"['424 E 9th St', 'New York, NY 10009']"
21,RrNe_0PReWHXAnjTEXBikQ,lukes-lobster-brooklyn-bridge-park-brooklyn-2,Luke's Lobster Brooklyn Bridge Park,https://s3-media1.fl.yelpcdn.com/bphoto/hmq1cKYVpG8SkM0nIN2l9g/o.jpg,False,https://www.yelp.com/biz/lukes-lobster-brooklyn-bridge-park-brooklyn-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,319,4.0,$$,+19178827516,(917) 882-7516,219.3229084898,Seafood,40.70359,-73.99411,delivery,pickup,,11 Water St,,,Brooklyn,11201,US,NY,"['11 Water St', 'Brooklyn, NY 11201']"
22,P5gcdU1DX9M1V4W-V9o-wg,the-bear-brooklyn,The Bear,https://s3-media3.fl.yelpcdn.com/bphoto/lzsPmaKuFnF4frbM8wM7BA/o.jpg,False,https://www.yelp.com/biz/the-bear-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,33,4.5,$$,+17183888789,(718) 388-8789,2493.8078026862,Fast Food,40.7128339,-73.9663587,delivery,pickup,,48 S 4th St,,The Woods bar,Brooklyn,11211,US,NY,"['48 S 4th St', 'The Woods bar', 'Brooklyn, NY 11211']"
23,erKWJRrHNZ2oj8DkIryjfw,chickncone-new-york-4,Chick'nCone,https://s3-media1.fl.yelpcdn.com/bphoto/f6K-sCa1Lqom6dbXxokQCQ/o.jpg,False,https://www.yelp.com/biz/chickncone-new-york-4?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,143,4.5,$$,+19565661730,(956) 566-1730,6979.22550927,Chicken Shop,40.767567,-73.982461,delivery,pickup,,1000 S 8th Ave,Ste 8,,New York,10019,US,NY,"['1000 S 8th Ave', 'Ste 8', 'New York, NY 10019']"
24,WXNLM9osR9CF9Z075moqZQ,portugrill-nyc-new-york,PortuGrill NYC,https://s3-media1.fl.yelpcdn.com/bphoto/ppL-y4I9VYS7yb7SmRaNeA/o.jpg,False,https://www.yelp.com/biz/portugrill-nyc-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,49,4.0,,+19172614001,(917) 261-4001,8556.6538901193,Portuguese,40.777071,-73.957166,delivery,pickup,,1215 Lexington Ave,,,New York,10028,US,NY,"['1215 Lexington Ave', 'New York, NY 10028']"
25,q11TljTQd33XCWlVoPyRqg,the-osprey-brooklyn,The Osprey,https://s3-media1.fl.yelpcdn.com/bphoto/38J6wCRITFIWiRtWhE_sJw/o.jpg,False,https://www.yelp.com/biz/the-osprey-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,203,4.0,$$,+13476962505,(347) 696-2505,367.7475436978,American (New),40.702241,-73.995539,,,,60 Furman St,,,Brooklyn,11201,US,NY,"['60 Furman St', 'Brooklyn, NY 11201']"
26,hNFe8WhCibrqT4sFcZmAgw,kong-sihk-tong-港食堂-new-york,Kong Sihk Tong 港食堂,https://s3-media1.fl.yelpcdn.com/bphoto/z94Swcbxg1QmYJcsJeeqrg/o.jpg,False,https://www.yelp.com/biz/kong-sihk-tong-%E6%B8%AF%E9%A3%9F%E5%A0%82-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,243,4.0,$,+16468506140,(646) 850-6140,1153.8708122877,Chinese,40.71542,-73.99813,,,,65 Bayard St,,,New York,10013,US,NY,"['65 Bayard St', 'New York, NY 10013']"
27,6403iqg-_a-sdg-DrKEfhw,birria-landia-jackson-heights,Birria-Landia,https://s3-media2.fl.yelpcdn.com/bphoto/43QCQA7cguF4clJ-cxk3zA/o.jpg,False,https://www.yelp.com/biz/birria-landia-jackson-heights?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,63,5.0,$,+13472832162,(347) 283-2162,10108.0076356058,Food Trucks,40.747258,-73.887784,,,,Roosevelt Ave & 78th St,,,Jackson Heights,11372,US,NY,"['Roosevelt Ave & 78th St', 'Jackson Heights, NY 11372']"
28,r2JVKalbucGf2nryywuL2w,kopitiam-new-york,Kopitiam,https://s3-media2.fl.yelpcdn.com/bphoto/T9uPHo-hro-_-Tho-pIFQw/o.jpg,False,https://www.yelp.com/biz/kopitiam-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,639,4.0,$$,+16466093785,(646) 609-3785,974.5409367264,Malaysian,40.71387,-73.99091,pickup,delivery,,151 E Broadway,,,New York,10002,US,NY,"['151 E Broadway', 'New York, NY 10002']"
29,gJMMX5Ip4AsulbzxMZgdYg,thaibird-brooklyn-5,Thaibird,https://s3-media1.fl.yelpcdn.com/bphoto/zAKCO0Qbvmr8Nq_B3h9Fxw/o.jpg,False,https://www.yelp.com/biz/thaibird-brooklyn-5?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,5,5.0,,+18567456041,(856) 745-6041,5580.3441073325,Thai,40.71247033,-73.92882017,delivery,pickup,,178 Varick Ave,,,Brooklyn,11237,US,NY,"['178 Varick Ave', 'Brooklyn, NY 11237']"
30,5mOzZ17qU_8ijlP54Q206Q,safari-restaurant-nyc-new-york,Safari Restaurant NYC,https://s3-media1.fl.yelpcdn.com/bphoto/L5VXttqp4JSzuyrCD3_IQw/o.jpg,False,https://www.yelp.com/biz/safari-restaurant-nyc-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,188,4.5,$$,+16469644252,(646) 964-4252,11468.4912491387,Halal,40.80381,-73.9535,pickup,,,219 W 116th St,,,New York,10026,US,NY,"['219 W 116th St', 'New York, NY 10026']"
31,MBQg0-g_iiIEY4hzLiezKg,kuih-cafe-new-york,Kuih Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/ObzpkQgA4zDiUUrgdzJLLA/o.jpg,False,https://www.yelp.com/biz/kuih-cafe-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,7,4.5,,,,1170.5513959211,Desserts,40.7159,-73.99301,,,,46 Eldridge St,,,New York,10002,US,NY,"['46 Eldridge St', 'New York, NY 10002']"
32,ogCC-lJJYnwXDvKGmKZ6Sw,woorijip-new-york-2,Woorijip,https://s3-media4.fl.yelpcdn.com/bphoto/NZcGFutBjf1frDkslh6urw/o.jpg,False,https://www.yelp.com/biz/woorijip-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,2619,4.0,$,+12122441115,(212) 244-1115,4710.703598173,Korean,40.74747,-73.98648,,,,12 W 32nd St,,,New York,10001,US,NY,"['12 W 32nd St', 'New York, NY 10001']"
33,56qlj1cYlqNzmG0xllGg-w,westville-dumbo-brooklyn,Westville Dumbo,https://s3-media4.fl.yelpcdn.com/bphoto/y9agcxhbRPYMNzsk4b9Peg/o.jpg,False,https://www.yelp.com/biz/westville-dumbo-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,276,4.0,$$,+17186185699,(718) 618-5699,559.7246737077,American (New),40.701796934,-73.9896315336,delivery,pickup,,81 Washington St,,,Brooklyn,11201,US,NY,"['81 Washington St', 'Brooklyn, NY 11201']"
34,VfT_M4kg0C9xFMDOa3Z8qw,something-good-in-brooklyn-brooklyn,Something  Good in Brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/nni_NTnlncbTJI5jmyZa3g/o.jpg,False,https://www.yelp.com/biz/something-good-in-brooklyn-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,15,4.5,,+19179091006,(917) 909-1006,2060.3890095968,American (Traditional),40.68891,-73.98334,delivery,pickup,,25 Bond St,,,Brooklyn,11201,US,NY,"['25 Bond St', 'Brooklyn, NY 11201']"
35,fvAPtk-nOfDFjXdLZGd7TA,jollibee-new-york-2,Jollibee,https://s3-media3.fl.yelpcdn.com/bphoto/W0BWh5gJ559bdUvJRTUIiA/o.jpg,False,https://www.yelp.com/biz/jollibee-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,321,4.0,$$,+12129942711,(212) 994-2711,5601.7109937976,Fast Food,40.75576,-73.99109,,,,609 8th Ave,,,New York,10018,US,NY,"['609 8th Ave', 'New York, NY 10018']"
36,I6KHYESZdZQz0fnMaMyIpQ,zusik-new-york-2,Zusik,https://s3-media3.fl.yelpcdn.com/bphoto/nTiSFnBWujKMowrtQNB1mw/o.jpg,False,https://www.yelp.com/biz/zusik-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,151,4.5,$$,+16463705331,(646) 370-5331,3719.9577296711,Korean,40.738532,-74.000368,restaurant_reservation,delivery,pickup,202 W 14th St,,,New York,10011,US,NY,"['202 W 14th St', 'New York, NY 10011']"
37,xtxcAUvrD4dWHJd0cwvW1A,jeju-noodle-bar-new-york,JeJu Noodle Bar,https://s3-media1.fl.yelpcdn.com/bphoto/43j3zPPRxHS87JlBrz3e6A/o.jpg,False,https://www.yelp.com/biz/jeju-noodle-bar-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,559,4.5,$$,+16466660947,(646) 666-0947,3256.1374061461,Korean,40.73304,-74.00734,,,,679 Greenwich St,,,New York,10014,US,NY,"['679 Greenwich St', 'New York, NY 10014']"
38,W-drUupbzZmbq8QwNG7mDQ,new-world-mall-food-court-flushing,New World Mall Food Court,https://s3-media2.fl.yelpcdn.com/bphoto/YcrPv09m96hA7h9UdD4yRg/o.jpg,False,https://www.yelp.com/biz/new-world-mall-food-court-flushing?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,848,4.0,$,+17183530551,(718) 353-0551,15149.9901450895,Food Court,40.7593304515,-73.8291516155,,,,136-20 Roosevelt Ave,,,Flushing,11354,US,NY,"['136-20 Roosevelt Ave', 'Flushing, NY 11354']"
39,LpVbI-E9C-CSp7WhU5h2Iw,fishmarket-restaurant-new-york,Fishmarket Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/ORkIXgOiqhen_B3PGCS_9A/o.jpg,False,https://www.yelp.com/biz/fishmarket-restaurant-new-york?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,547,4.5,$$,+19173638101,(917) 363-8101,671.07845555,Seafood,40.70717,-74.00192,,,,111 South St,,,New York,10038,US,NY,"['111 South St', 'New York, NY 10038']"
40,0U9uW93o9DUnAP7r-76LVg,haenyeo-brooklyn,Haenyeo,https://s3-media4.fl.yelpcdn.com/bphoto/u9DGNMZR7EWDcRV4aGIydQ/o.jpg,False,https://www.yelp.com/biz/haenyeo-brooklyn?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,117,4.0,,+17182132290,(718) 213-2290,3543.0102102631,Korean,40.67519,-73.98116,delivery,pickup,,239 5th Ave,,,Brooklyn,11215,US,NY,"['239 5th Ave', 'Brooklyn, NY 11215']"
41,IhSVn0TaX8xXb3wcQ-fgcA,vanessas-dumpling-house-new-york-2,Vanessa's Dumpling House,https://s3-media4.fl.yelpcdn.com/bphoto/5wqmFK3xdGp62Q0YjBHk_Q/o.jpg,False,https://www.yelp.com/biz/vanessas-dumpling-house-new-york-2?adjust_creative=FD2XoK_GD3s4xtuvOGb8-g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FD2XoK_GD3s4xtuvOGb8-g,2635,4.0,$,+12126258008,(212) 625-8008,1449.9327962541,Chinese,40.71839,-73.9917399,pickup,delivery,,118A Eldridge St,,,New York,10002,US,NY,"['118A Eldridge St', 'New York, NY 10002']"
